nl_prompt,expected,bleu1,bleu2,bleu3
Extract protocol and host name from URL.,"['echo ""$url"" | cut -d\'/\' -f1-3']",0.7320469903177208,0.9004122759170241,0.11832404110131832
"Extract, sort and print only group names from /etc/group.",['cut -d: -f1 /etc/group | sort'],0.36645638677958536,0.32909838131940905,0.5178612511850341
"File 'save_pid.txt' contains a process ID, instantly kill this process with SIGKILL signal.",['kill -9 `cat save_pid.txt`'],0.7312094557064525,0.5264663902174495,0.7312094557064525
"Filters out all comments from the output of the command ""crontab -u $user -l"" ignoring errors","[""crontab -u $user -l 2>/dev/null | grep -v '^#'""]",0.4717302403440772,0.44964499689286325,0.5717440603188442
find .gif files in /var/www and below that were last changed between 90 and 180 days ago,['find /var/www -name *.gif -ctime +90 -ctime -180'],0.6568246646453402,0.5414250507554634,1.0
Find a directory named 'project.images' in the entire filesystem and show it in long listing format,"['find  / -type d -name ""project.images"" -ls']",0.6021619602656899,0.935986931131628,0.956570371605845
"find all the "".c"" files in the folder ""/home/you"" which have been accessed in the last 30*24 hours","['find /home/you -iname ""*.c"" -atime -30 -type -f']",0.6456532236763105,0.5313444343863503,0.7597050094551053
"find all the "".flac"" files in the current folder and convert them to mp3 with 128k bit rate","['find -name ""*.flac"" -exec ffmpeg -i {} -acodec libmp3lame -ab 128k {}.mp3 \\;']",0.3855312090615453,0.7194157183346438,0.771808647844902
find all '*.c' files under $HOME directory which context contains sprintf,"[""find $HOME -name '*.c' -print | xargs grep -l sprintf""]",0.8767327617629233,0.6557450774955974,0.7567239478329992
"Find all *.c files under and below the current directory that contain ""hogehoge""",['find . -name \\*.c | xargs grep hogehoge'],0.7402701909624186,0.6810158901590794,0.8249631240763372
Find all *.ext regular files under /path and execute my_cool_script for each of them with the file path as argument,"[""find /path -type f -name '*.ext' -exec my_cool_script \\{\\} \\;""]",0.8410764238634807,0.8118257943562567,0.7266935810713416
"Find all *.mp3, *.aif*, *.m4p, *.wav, *.flac files under $musicdir directory","['find ""$musicdir"" -type f -print | egrep -i \'\\.(mp3|aif*|m4p|wav|flac)$\'']",0.2877444291494661,0.21964273031256618,0.2838073557925466
"Find all *.page (case insensitive) files/directories under current directory and run ~/t.sh for each of them with the file path as argument, then sort the output",['find . -iname *.page -exec ~/t.sh {} \\; | sort'],0.7172372044382757,0.889804587487893,0.889804587487893
Find all *.pdf.marker files under ${INPUT_LOCATION} and move them to ${OUTPUT_LOCATION} also move any *.pdf files with the same name under current directory to ${OUTPUT_LOCATION},"['find ${INPUT_LOCATION}/ -name ""*.pdf.marker"" | xargs -I file mv file $(basename file .marker) ${OUTPUT_LOCATION}/.']",0.44326992528887943,0.5634020080072789,0.5019271035025678
Find all *.rb (regular) files under current directory and count their line numbers,"['find . -name ""*.rb"" -type f | xargs wc -l']",0.6267280722301198,0.6838133550018131,0.5145281373742829
Find all *.swp files/directories under current directory and print the list to a file named 'rm',"['find . -name ""*.swp"" > rm']",0.3789959291091506,0.4885976159169336,0.2594103988922758
"Find all *.txt, *.html files under /basedir that match the case insensitive pattern *company* in their names","[""find /basedir/ \\( -iname '*company*' -and \\( -iname '*.txt' -or -iname '*.html' \\) \\) -print0""]",0.4855488410703637,0.5924299239337616,0.6659125103243513
Find all *.txt files that reside under and below /home/wsuNID/,"['find /home/wsuNID/ -name ""*.txt""']",0.6651863488771413,0.7650272409206431,0.9167409308877169
Find all *.xml files under current directory,['find -name *.xml'],0.6784751099899603,0.7778111223054219,0.6784751099899603
Find all *gz files under asia and emea directory and print their names and line counts to file_count.txt,"['find asia emea -type f -name ""*gz"" | while IFS= read -r fname; do printf ""%s %s\\n"" ""$fname"" $(gzip -dc ""$fname"" | wc -l) >> file_count.txt; done']",0.3955542105353521,0.09184251673063466,0.3757513851196552
Find all *text files/directories under current directory,"['find -name ""*text""']",0.8463748575019103,0.6416621421905118,0.6416621421905118
Find all .less files in the current directory tree,['find . -name *.less'],0.7376362162899195,0.8137489370974955,0.8137489370974955
"Find all .sql files in the current directory recursively and apply script ""scriptname"" to them","[""find . -name '*.sql' -exec scriptname {} +""]",0.5139444925640939,0.8276756472065173,0.8276756472065173
"Find all 1.txt, 2.txt and 3.txt files under current directory and change the permission to 444",['find . \\( -name 1.txt -o -name 2.txt -o -name 3.txt \\) -print|xargs chmod 444'],0.24937122462150885,0.24937122462150885,0.24937122462150885
Find all aliencoders.[0-9]+ files/directories under /home/jassi/ directory,"['find /home/jassi/ -name ""aliencoders.[0-9]+""']",0.917019812405955,1.0,0.9590780630024102
Find all aliencoders.[0-9]+ files under /home/jassi/ directory,"['find /home/jassi/ -type f -name ""aliencoders.[0-9]+""']",0.8286218872385858,0.859984940766834,0.9506885335787997
find all the backup files in the current folder and delete them after user confirmation,"['find . -type f -name ""*.bak"" -exec rm -i {} \\;']",0.6479449853875857,0.6386903395444002,0.7575493664123897
Find all catalina* files/directories under /path/to/search/in,"[""find /path/to/search/in -name 'catalina*'""]",0.9106520295213664,0.9106520295213664,0.9106520295213664
find all the configuration files in /etc folder along with the last access & modification time,"['find /etc -name ""*.conf"" -printf ""%f %a, %t\\n""']",0.5104411841948974,0.6389173430082704,0.7295579680733919
find all the configuration files in the file system,"['find / -name ""*.conf""']",1.0,1.0,0.6888074582865503
"find all the cpp(C++ source files), java, header files in the current directory",['find . -name *.cpp -o -name *.h -o -name *.java'],0.5660423565706736,0.5660423565706736,0.18885628927589776
find all the css files,"[""find -name '*.css'""]",0.5288048437910816,0.3538995029906511,0.4651152529836404
Find all directories in the /data1/realtime directory tree that were last modified more than 5 minutes ago but less than 60 minutes ago,['find /data1/realtime -mmin -60 -mmin +5 -type d'],0.7639674340089232,0.9314279736002498,0.8088264376016491
Find all directories in the current directory tree whose names do not contain '.' and move their contents to the current directory,"[""find . -type d ! -iname '*.*' | while read d; do mv $d/* .; done""]",0.36229521795643505,0.3884134346000454,0.4518527100749312
find all the directories in the current folder and change to these directories and run a command,"['find . -type d -exec sh -c \'cd -P -- ""{}"" && pwd -P\' \\;']",0.561400527919645,0.5123633701517298,0.5411015673573475
find all the directories in current folder and delete them,['find . -type d -delete'],0.49513238243961033,0.4729574505527735,0.4729574505527735
find all the directories in the current folder excluding search in the sub directories and create these directories in another path,"[""find . -maxdepth 1 -type d | xargs -I X mkdir '/new/directory/X'""]",0.2467647230685363,0.5199162653589652,0.6132112593139036
Find all directories that have been accessed $FTIME days ago under current directory tree,['find . -type d -atime $FTIME'],1.0,1.0,1.0
find all directories that names are 'project.images' and display details,"['find  / -type d -name ""project.images"" -ls']",0.8330135468813855,0.8330135468813855,1.0
Find all directories under /home/username/public_html/sites/all/themes and set their permission to 750,['find /home/username/public_html/sites/all/themes -type d -exec chmod 750 {} +'],0.9378758169522896,0.9105248051449845,0.9378758169522896
Find all directories under /home/username/public_html/themes and set their permission to 750,['find /home/username/public_html/themes -type d -exec chmod 750 {} +'],1.0,0.9290594887106873,1.0
"Find all directories under current directory and set read-write-execute permission for owner, read-execute permission for group and other for those directories","['find . -type d -exec chmod u=rwx,g=rx,o=rx {} \\;']",0.8790043070790863,0.8184215172432201,0.8790043070790863
"find all the directories with the name ""DIRNAME"" in the current folder and force delete them",['find . -type d -name “DIRNAME” -exec rm -rf {} \\;'],0.8926242079441261,0.8926242079441261,0.5796705447493724
find all empty files,['find / -empty'],0.2925612730731506,0.49009410393069486,0.7611606003349892
find all the empty files and folders in your system,['find / -empty'],1.0,1.0,0.2819782034509925
Find all fglrx-libGL* files under and below debian/fglrx/,"[""find debian/fglrx/ -name 'fglrx-libGL*'""]",0.9051034981560222,1.0,1.0
find all files & dircetiry in current directory which  have .tmp extension and delete them .,"['find . -type f -name ""*.tmp""  -exec rm -rf {} \\;']",0.7715360982611562,0.9069623360099354,0.9069623360099354
Find all files/directories containing the case insensitive string something' in their names under current directory tree,"[""find . -iname '*something*'""]",0.8590888738245122,0.8590888738245122,0.8590888738245122
Find all files/directories in current directory and run the command 'command' on each of them invoking the command as few times as possible,['find -exec command {} +'],0.5739770950360968,0.7045399179025552,0.26335672473858446
"Find all files and directories in the current directory tree with ""linkin park"" in their names and copy them to /Users/tommye/Desktop/LP","['find . -iname ""*linkin park*"" -exec cp -r {} /Users/tommye/Desktop/LP \\;']",0.9281651144072169,0.8821675642952064,0.9215726420419857
Find all files/directories matching the regex .*sql.*,['find -regex .*sql.*'],0.7055645543810036,0.7055645543810036,0.7055645543810036
Find all files/directories named 'foo' in the entire filesystem,['find / -name foo'],1.0,1.0,1.0
Find all files/directories named 'foo.bar' in the entire filesystem,['find / -name foo.bar -print'],0.7046880897187133,0.7046880897187133,0.7046880897187133
Find all files/directories named 'testfile.txt' under current directory tree,['find . -name testfile.txt'],1.0,1.0,1.0
Find all files/directories that contain 'packet' (case insensitive) in their names excluding directories that are bigger than 1500 bytes in size,"['find . -iregex "".*packet.*"" ! -type d -size +1500c']",0.47103517044478566,0.6238924675039451,0.6158059642894812
"Find all files/directories that have read, write, execution permission for user and belong to the user 'my_user' under current directory tree",['find . -user my_user -perm -u+rwx'],0.810202067968894,0.41261382390650736,0.8419365322416251
Find all files/directories under $dir directory,"['find ""$dir""']",0.598690849764947,0.35630548449868954,0.5401725898595141
Find all files/directories under '/usr/share/doc' directory tree whose name start with 'README',['find /usr/share/doc -name README\\*'],0.8702397637697912,0.8702397637697912,0.946567449828906
Find all files/directories under ./var/log directory,['find ./var/log'],1.0,1.0,1.0
Find all files/directories under /path/to/dir and set directory permission to 0755 and file permission to 0644,"[""find /path/to/dir -type d -exec chmod 0755 '{}' \\; -o -type f -exec chmod 0644 '{}' \\;""]",0.7055228243905924,0.7911524629903519,0.4069258665234222
"find all files and directories under the current directory and display the filesize followed by the filename, using the stat command on FreeBSD/OSX","['find . -type f -exec stat -f ""%z %N"" {} \\;']",0.7059592136425754,0.7504221961306511,0.46775793659417675
Find all files/directories under current directory in maximum 3 levels deep,['find -maxdepth 3'],0.5798442808829941,0.6733187455351302,0.6733187455351302
Find all files/directories under current directory with null character as the delimiter and then replace the null characters with :,"['find -print0 | tr ""\\0"" "":""']",0.3320896984854076,0.3291047123611955,0.23550443892434977
Find all files and directories under current directory without crossing over to other partitions,['find . -xdev -print0'],0.9487294800164372,0.12415611167211975,0.41488865152565224
Find all files/directories which have been modified from the start of the day in directories/files taken from the glob pattern '/tmp/test/*',['find /tmp/test/* -daystart -mtime -0'],0.948817232064567,0.948817232064567,0.948817232064567
"Find all files/directories with '.tar.gz' extension under $DIR/tmp/daily/ directory tree, sort them numerically and show the last 3 of them","[""find $DIR/tmp/daily/ -name '*.tar.gz' | sort -n | tail -3""]",0.6825301780525997,0.8847294928604533,0.9073243747459369
Find all files/directories with 'my key phrase' in their names under current directory,"[""find . -name '*my key phrase*'""]",1.0,0.8743414417652072,1.0
"Finds all files having text ""texthere"" recursively in a current folder, and precedes found string with string number in file and file name.","['find -type f -exec grep -Hn ""texthere"" {} +']",0.27164040760018526,0.27164040760018526,0.5559796287838437
Find all files in the `sourceDir' directory tree,['find sourceDir -mindepth 1'],0.6226286985611427,0.42437284567694994,0.6226286985611427
Find all files in the /home/myuser directory recursively that are older than 7 days,['find /home/myuser -mtime +7 -print'],0.7866754654718968,0.9234732618882052,1.0
Find all files in the current directory and its sub-directories that have been modified sometime in the last 24 hours.,['find . -mtime -1 -prin'],0.580302709451948,0.8232490471721702,0.580302709451948
find all the files in current directory of size greater than 10MB and less than 20 MB.,['find . -size +10M -size -20M'],1.0,0.8890308915338013,1.0
Find all files in the current directory recursively that were last modified more than 5 days ago,['find ./* -mtime +5'],0.7816275318041329,0.5697863655544793,0.7816275318041329
Find all files in current directory that were modified less than 1 day ago excluding hidden files  and archive them to /media/caca/extract/full$date.cpio,['find . -depth \\( -wholename \\./\\.\\* \\) -prune -o -print| cpio -aov > /media/caca/extract/full$date.cpio'],0.5668257348953349,0.5912067632671633,0.6094766653274825
find all the files in the current directory which have been modified after a file,['find . -newer file'],1.0,0.8301241257597977,0.5681749719417439
find all the files in the current folder and display them in the sorted order of their name,['find . | sort'],0.2819782034509925,0.7533808072882879,0.14288752829815848
find all files in the current folder that are not modified in the last 10 minutes,['find . -mmin +10 -print'],0.5595458546033194,0.5595458546033194,0.5595458546033194
find all the files in the current folder that have been accessed in today,['find -atime 0'],0.7856293018010261,0.7856293018010261,0.4922703681524304
find all files in the current folder which are bigger than 10bytes,['find . — size +10 -print'],0.5229336801061241,0.5229336801061241,0.549696364469696
find all the files in the current folder which have been modified in the 10 minutes ago,['find -mmin +15 -mmin -25'],0.36256300273131326,0.36256300273131326,0.4163872466286158
find all the files in current folder which end with a speicifc regular expression and display their count,"['find ./ -type f -regex "".*\\.[JPGjpg]$"" | wc -l']",0.49723096578684484,0.6400930903644637,0.6256906162179455
find all the files in the current folder which have execute permission,['find . -executable'],0.42282359171428024,0.3152861344254501,0.29534359244592506
find all the files in the directory which is pointed by $1 variable ending with the name held in the variable $2 or having the extension of value saved in the argument $2.,"['find $1 \\( -name ""*$2"" -o -name "".*$2"" \\) -print']",0.20842769389906565,0.48505477535979746,0.3741347880500005
find all the files in the folder /opt which have been accessed exactly 20 days ago,['find /opt -atime 20'],1.0,1.0,1.0
find all the files in the home folder that are modified day before yesterday,['find $HOME -mtime -2 -mtime +1'],0.4418975777649826,0.3836920867510016,0.5155748322112255
Find all files in ~/clang+llvm-3.3/bin/ and print 'basename /file/path' for each file,['find ~/clang+llvm-3.3/bin/ -type f -exec echo basename {} \\;'],0.8998957839803103,0.6528882431735259,0.6491428809434255
"Find all files matching the pattern ""${pattern}"" in their name and execute ${my_command} for each of them with the file path as argument","['find ${directory} -name ""${pattern}"" -print0 | xargs -0 ${my_command}']",0.40646241508286957,0.40199291246098756,0.4911105801441938
"Find all files recursively which end in "".php""","['find . -name ""*.php"" -print']",0.5758489794062054,0.7046880897187133,1.0
Find all files residing in /home/dm/Video or below that were changed less than 7 days ago,['find /home/dm/Video -mtime -7'],0.9061874434879645,0.7017437105337435,0.6642831223759174
find all the files that have been changed today,['find . -ctime 0 -type f'],0.28755838200176376,0.5388058943574727,0.07426487685814917
find all the files that have been modified exactly 2 days ago,['find -mtime 2'],0.5163536523604442,0.7856293018010261,1.0
Find all files that belongs to group Developer under /home directory,['find /home -group developer'],0.8985396083419646,0.8985396083419646,0.8985396083419646
Find all files that belong to group root,['find / -group root'],1.0,1.0,1.0
Find all files under $1 not matching the regex '.*/\..*' and execute hashmove on each of them with the file path as its argument,"[""find $1 -type f -not -regex '.*/\\..*' -exec $0 hashmove '{}' \\;""]",0.576935673934047,0.4908032935133985,0.6090629850103841
Find all the files under /etc directory which are larger than 100k,['find /etc -size +100k'],1.0,1.0,0.7352923728444682
Find all files under /somefolder matching the pattern expanded by $FILE_PATTERN in thier names,['find /somefolder -type f -name $FILE_PATTERN'],0.7641358389429771,0.6216947084188319,0.7661529209358559
Find all files under and below the current working directory with the word California in the file,['find . -type f -exec grep California {} \\; -print'],0.6499862400782321,0.5442026631194296,0.3963336193353403
Find all files under current directory,"['find ""`pwd`"" -type f']",0.5097786118996651,0.18879521773374403,0.5097786118996651
"Find all files under current directory and make them read-only for owner, read & writable by group and remove read-write-execute permission","['find . -type f -exec chmod u+r-wx,g+rw-x,o-rwx {} \\;']",0.6540281091360741,0.6540281091360741,0.4129160671986632
Find all files under current directory and run /tmp/clever.sh for each of them with each file path as an argument,['find . -type f -exec /tmp/clever.sh {} \\;'],1.0,0.544567567394302,1.0
Find all files under current directory and set read-write permission for owner and group and no permission for other for those directories,"['find . -type f -exec chmod ug=rw,o= {} \\;']",0.8195721998506681,0.6144234912946458,0.8828704089744474
"Find all files under current directory, calculate their md5sum",['find . -type f -print0 | parallel -0 -X md5sum'],0.43409743954905483,0.5604187811231217,0.3669482397361958
Find all files under current directory excluding hidden files,"[""find . -depth -path './.*' -prune -o -print""]",0.4637649197319943,0.2710663172723834,0.38609177147326634
Find all files under current directory matching the regex '.*\(\(error\|access\)\(_log\)?\|mod_jk\.log\)\.[0-9]+' in their paths,"[""find -type f -regex '.*\\(\\(error\\|access\\)\\(_log\\)?\\|mod_jk\\.log\\)\\.[0-9]+'""]",0.7869475384360682,0.8153940206937891,1.0
"find all files under the current directory that end in ""foo"" and execute somecommand on each quoted filename","['find . -name ""*.foo"" -exec somecommand ""{}"" \\;']",0.8049201573853505,0.6669659717382533,0.8322384139088037
Find all files under current directory that match the case insensitive regex .\|./.git and replace (all occurrences) the text matching the case insensitive regex expanded by $1 with $upper2 in these files,"['find . -type f \\! -iregex \'.\\|./.git\' -exec perl -i\'\' -pe ""s/$1/$upper2/gi"" {} +']",0.9100736119284794,0.8296535742649356,0.8296535742649356
Find all files under current directory that were modified more than 1 day ago,['find -mtime +1'],0.539605905312277,0.539605905312277,0.801412271514017
"Find all files under the current directory whose filenames are not ""file.txt"", ignoring the case",['find . -maxdepth 1 -not -iname file.txt'],0.5488117700216822,0.43503791983798923,0.4517766268671469
Find all files under current directory with their timestamp and paths and print a sorted list,"['sort < <(find -printf ""%T@ %p\\n"")']",0.23076594843785558,0.5580672801947193,0.6096787979046306
Find all files with '.db' extension (case insensitive) that belong to user 'exampleuser' and were modified exactly 7 days ago under '/home' directory tree,"['find /home -user exampleuser -mtime 7 -iname "".db""']",0.7290140616286379,0.948661035297062,0.766752145678388
find all the files with the extension .xml and print them in a single line and check for the validity of a command by giving the file as input,['find . -name *.xml -print0 | xargs -n 1 -0 invalid_command'],0.24196734951625856,0.3907234443520965,0.2978047996671981
find all foo.bar files in the entire file system,['find / -name foo.bar -print'],0.7046880897187133,0.7046880897187133,0.7046880897187133
Find all hidden directories starting from the current directory,"['find . -type d -name "".*""']",0.6142867349067719,0.7749224723289705,0.45579401832801714
"Find all lines matching ""$USER"" in ""file"" and number the output",['grep  $USER file |nl'],0.5430321466633391,0.09043833360564858,0.3696665302879492
"Finds all the log* files in /myDir recursively that are more than 7 days older, skipping already created .bz2 archives and compresses them.","[""find /myDir -name 'log*' -and -not -name '*.bz2' -ctime +7 -exec bzip2 -zv {} \\;""]",0.5376914520775826,0.44585000297206817,0.6671782072384909
Find all Makefile's in the current directory tree and look for line 235 in each of them,['find . -name Makefile -print0 | xargs -0 grep -nH $ | grep :235:'],0.45136187674372696,0.45740611616119653,0.4555487597360766
find all raw images in the current folder and pass them one at a time to the xargs command and enable parallel processing of the files,"[""find . -type f -iname '*.CR2' -print0 | xargs -0 -n 1 -P 8 -I {}""]",0.5917086859526206,0.2552410752671641,0.22959833366132215
find all regular file and create jw-htmlfiles.tar,"['find . -type f -name ""*html"" | xargs tar cvf jw-htmlfiles.tar -']",0.6916179461828116,0.5331680145685649,0.7407222863348724
"find all the regular/normal files ending with "".mod"" in a folder and send them as input to the remodup command","['find $DIR -name ""*.mod"" -type f -exec remodup {} \\;']",0.69446497403359,0.4481857734592496,0.35899319457982637
find all the normal/regular files in the current directory and search for the word mail and display the file names,['find . -type f -exec grep -il mail'],0.712508294321657,0.5703861713598207,0.5115135224889812
Find all regular files in the current directory tree and print a command to move them to the current directory,['find . -type f -exec echo mv -t . {} +'],0.3113841382771636,0.5644104215206691,0.4951026829884119
Find all regular files in the current directory tree last modified between 1 and 3 days ago and list them using format '%Tc %p\n',"[""find ./ -daystart -mtime -3 -type f  ! -mtime -1  -printf '%Tc %p\\n'""]",0.38835088892732644,0.7153467507799549,0.5738491809933096
Find all regular files in the current directory tree that have been modified within the last 10 minutes,['find . –type f -mmin -10'],0.796692189389272,0.8843865924896842,0.796692189389272
find all the regular/normal files in the current folder which have been accessed in the last 1440*24 hours and not modified in 1441*24 hours excluding those which are in the custom sub directory tree,['ionice -c 3 find  . -type f -amin -1440 -mmin +1441 -not -path custom/ -print0'],0.40170119306266233,0.4867007319060611,0.4293540998419495
"find all the regular files in the current folder which start with a ""some text""","[""find . -type f -name '*some text*'""]",0.8601391404758658,0.7252510836426073,0.7773773258240791
"find all normal/regular files in the folder ""//path/to/source/Directory"" and calculate the md5sum of them and save the output to  file Output.txt","[""find //path/to/source/Directory -type f -exec md5sum {} + | awk '{print $0}' > Output.txt""]",0.7142098501924253,0.7142098501924253,0.7080888430225877
Find all regular files named postgis-2.0.0 under your home directory,"['find ~/ -type f -name ""postgis-2.0.0""']",0.8294838585473985,0.8294838585473985,0.8294838585473985
Find all regular files that start with stat,['find . -type f –iname stat*'],0.6432343886784389,0.6580771759973243,0.7637483416234716
"Find all regular files under $DIR/tmp/daily/, sort them in reverse numerical order and copy the first two files to $DIR/tmp/weekly/","['find $DIR/tmp/daily/ -type f -printf ""%p\\n"" | sort -rn | head -n 2 | xargs -I{} cp {} $DIR/tmp/weekly/']",0.7109078113118176,0.6521120554061777,0.6308156662042332
Find all regular files under test directory,['find test -type f'],1.0,1.0,1.0
find all sqlite files in the current directory.,"['find ./ -name ""*.sqlite""']",0.8862476419965991,0.8862476419965991,0.6978742132255056
Find all SUID files .,['find /  -perm /u=s'],0.6420524082455379,0.8917143641551922,0.8917143641551922
Find all SUID set files under current directory and show a few lines of output from the beginning,['find . -perm /u=s | head'],0.293905470627611,0.40741042824073115,0.21789628260154292
find all the text files in current folder and force delete them,"['find . -name ""*.txt"" | xargs rm -rf']",0.7100917514195592,0.7100917514195592,0.7100917514195592
find all the text files in the current folder and do not  search in the sub directories,"['find -maxdepth 1 -iname ""*.txt""']",0.8553675347404799,0.4511429597644212,0.6890537737180445
Find all top level directories under current directory that doesn't contain a file/directory named 'bin',"[""comm -3 <(printf '%s\\n' */ | sed 's|/.*||' | sort) <(find */ -type d -name bin | cut -d/ -f1 | uniq)""]",0.1366149568696659,0.21759838356931524,0.12145435840382647
find all the video files in the folder /home/<user>,"['find /home/<user> -type f -exec file {} + | grep -E ""MPEG v4|EBML|Microsoft ASF|Macromedia Flash Video|WebM|Apple QuickTime movie|AVI""']",0.16657477059683126,0.02689212799454104,0.02771284117810886
find all the zip files in the current folder and create a tar ball of these zip files,"[""find . -type f -name '*.zip' -print0 | xargs -0 tar -xzf""]",0.4492307778779577,0.2978931294038706,0.7683116304807173
Find an inode and remove,['find . -inum 968746 -exec rm -i {} \\;'],0.06930042304746063,0.3545200155606428,0.6689238206135786
Find and replace xxx with yyy in whole directory tree,"[""find . -type f -exec perl -pi -e 's|xxx|yyy|g' {} ;""]",0.39238162465778686,0.4755483153862405,0.2585612750454998
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified less than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime -30'],0.6560597058672708,0.6313418899872502,0.5938976752309505
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified more than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime +30 -print'],0.5534716151350315,0.6034029030505459,0.5960564800075049
Find directories with permissions 777 and change them to 755 recursively,['find /home -type d -perm 777 -print -exec chmod 755 {} \\;'],0.7374561606091778,0.7374561606091778,0.8815791572391509
Find disk used space of only the target directory,['du --max-depth=0 ./directory'],0.08607505569878658,0.38164125484837724,0.11345092098835018
Find every JavaScript file in the wordpress directory tree,"[""find wordpress -name '*js'""]",0.8985396083419646,0.8985396083419646,0.6511124161720042
Find executable files,['find . -perm -100 -print'],0.5181212746323438,0.2533922732210082,0.4111074408706506
"find the file ""filename.txt"" in the usr folder",['find /usr -name filename.txt -print'],0.740114051768759,0.740114051768759,0.740114051768759
Find files/directories named 'document' in the entire filesystem and in the directory tree '/usr' even if it's in a different partition without traversing to other devices/partitions,['find / /usr -xdev -name document -print'],0.814181106580581,0.7067467387344255,0.8422580477058239
"Find files/directories under /users/tom that matches both the pattern ""*.pl"" and  ""*.pm""","['find /users/tom -name ""*.pl"" -name ""*.pm""']",0.9019486455518121,0.7219794692694343,0.6130282034352504
Find files/directories under current directory that matches the regex '/path/to/something'  in their paths,"[""find . -exec sh -c 'echo {} | grep -qi /path/to/something' \\; -print""]",0.47532320886352863,0.24918243959524808,0.30514968596139913
find files in the /usr/src directory with pattern` *.c  that larger than 100 Kilobytes,"[""find /usr/src -name '*.c' -size +100k -print""]",0.8305217629638696,0.8305217629638696,0.7095541798682822
Find files modified at least 5 days in the future,"['find . -newermt ""5 days""']",0.3502979072560522,0.36152523418875304,0.17540910089249057
Find files on the system accessed during the last 24 hours but not within the last hour,['find / -atime -1 -amin +60'],0.5352614285189903,0.5352614285189903,0.5352614285189903
Find files that are empty,['find -empty -type -f'],0.22199782331637094,0.44424794252656463,0.44424794252656463
Find files that are orphaned,['find -nouser'],0.05606986387413083,0.08917631497150462,0.04688286989285203
Find files that don’t have 644 permissions,['find / -type f ! -perm 644'],0.7937559205024689,0.8192749109492629,0.8985396083419646
Find files with size more than 200557600B and which are more than 2 days old under  ${userdir}/${i}/incoming directory and remove them,['find ${userdir}/${i}/incoming -mtime +2 -type f -size +200557600c -exec rm {} \\;'],0.7189438531383182,0.33693467836562185,0.7077936590081713
Finds if 'subversion' package is installed in system.,['yum list | grep subversion'],0.4534493438561715,0.39772826197912353,0.4842734640584506
Find links to file path/to/foo.txt,['find -L / -samefile path/to/foo.txt'],0.42313450156959803,0.3620616036019039,0.47135293069222467
find md5sum of a string stored in $pass,"['printf \'%s\' ""$pass"" | md5']",0.407652363692268,0.23465398368701493,0.39363909367121025
Finds PIDs of ssh sessions of all logged in users.,"[""pgrep -u w | grep ssh| awk '{print $1}' ssh""]",0.15543304562353252,0.2396323737528183,0.3270822611004925
"Finds recursively all files not having extension .o in '/path/' that contain 'pattern', and prints matched strings with string number and file name.","['grep --exclude=*.o -rnw \'/path/to/somewhere/\' -e ""pattern""']",0.465396806531503,0.33369607777254084,0.3370049658743701
Find regular files that are larger than 2GB,['find . -type f -size +2G'],0.8843865924896842,0.8843865924896842,0.7010615979282331
find the regular js files which path does not contains '*/test/*'  and name does not contains '*-min-*' or '*console*',"['find . ! -path ""*/test/*"" -type f -name ""*.js"" ! -name ""*-min-*"" ! -name ""*console*""']",0.6799285633194907,0.20486833821789882,0.4735460140392022
"Find sqlite3 databases in the current directory tree, execute query 'SELECT * FROM table WHERE column1=""value""' on all of them, and search the result for ""value""","['find . -name ""*.db"" -type f | while read file ; do sqlite3 $file ""SELECT * FROM table WHERE column1=\'value\'"" | grep value ; if [ $? -eq 0 ] ; then echo $file ; fi done']",0.41984787273029783,0.4091613793715377,0.44582842431140857
Find strings with 'Features' in /var/run/dmesg.boot' file,['cat /var/run/dmesg.boot | grep Features'],0.7325321285501184,0.5816278169782344,0.781992531648379
"Find symbolic links in lpi104-6 and research/lpi104-6 to files whose pathnames end in ""file1""","['find lpi104-6 research/lpi104-6 -lname ""*file1""']",0.38888876327492305,0.40992192235659863,0.13304840555742722
Find symlinks in the current directory tree,['find . -type l | xargs ls -ld'],0.029364512160773768,0.48065033821916225,0.3425188550930455
Find the top level directories that contain a 'bin' directory in it or in one of it's sub-directories and print a sorted list to file b,"['find . -type d -name bin | cut -d/ -f1,2 | sort > b']",0.46508624447002106,0.4383621561583623,0.5368682686966025
Find writable files in the current directory tree,['find . -writable'],0.10540405058616682,0.6305722688509002,0.289395234284078
"Force create a symbolic link to ""$f"" in ""~/my-existing-links/"" with name the basename of ""$f""","['ln -sf ""$f"" ""~/my-existing-links/$(basename $f)""']",0.6962834867964117,0.7793766875818087,0.41217161771755967
"forcibly and verbosely create a symbolic link named ""target"" to file ""source""",['ln -sfvn source target'],0.6574012849085678,0.7412150101255036,0.7412150101255036
Format the filename and modification time of files starting with t as a table on OSX,"[""stat -f 'File: %N Modified: %t%Sm' t* |column -t""]",2.979756595152998e-78,4.4723534463991104e-79,2.8976061185121743e-78
"Format space separated fields in ""filename"" as a table","[""column -t -s' ' filename""]",0.7952750379837583,0.5398612192731375,0.39116444567696496
"From a script, output the name of the script itself, without containing directories.",['basename $0'],1.268852357850863e-231,0.573057404379869,3.812727472243035e-155
