nl_prompt,expected,bleu1,bleu2,bleu3
Copy all *.data files under /source_path to /target_path by appending the parent directory names in the source paths to the beginning of each of the target file names,"['find /source_path -name \\*.data  | while read -r filename; do cp ""${filename}"" ""$(printf ""%s\\n"" ""${filename}"" | sed ""s/^.*[/]\\(category[^/]*\\)[/]\\(.*[.]data\\)$/\\/target_path\\/\\1_\\2/"")""; done']",0.11222089864011296,0.11222089864011296,0.1242360417314124
Copy all files/directories excluding *.flac files under current directory to /media/wd/network_sync/music directory,"['find . -type f -iname ""*.flac"" -o -print0 -iname ""*.mp3"" -print0 -o -iname ""*.wav"" -print0 -o -iname ""*.aac"" -print0 -o -iname ""*.wma"" -print0 | while read -d $\'\\0\' file; do cp -ruv ""$file"" ""/media/wd/network_sync/music/$file""; done']",0.0901954804548618,0.06522205042466442,0.06996890110526552
"Copy all files and directories under the current directory into ""../new"" preserving relative paths",['find -print0 | sort -z | cpio -pdv0 ../new'],0.38691254024227095,0.46815800625000176,0.4394298117145863
Copy all files in current directory that do not match */exlude-path/* in their paths to /destination/ preserving directory structure,"[""find . -type f -not -path '*/exlude-path/*' -exec cp --parents '{}' '/destination/' \\;""]",0.6688913961547807,0.6773963254104928,0.7575001844350684
Copy all files with '.png' (case insensitive) extension under '/home/mine' directory tree to '/home/mine/pngcoppies/' directory with new names constructed by prepending 'copy' in their names,"['find  /home/mine -iname ""*.png"" -printf ""%P\\n "" | xargs  -I % -n1 cp %  /home/mine/pngcoppies/copy%']",0.527274169819462,0.5241673629161774,0.22008683967313025
copy all java files from current folder to another folder,"['find . -name ""*.java"" -print0 | xargs -0 -J % cp % destinationFolder']",0.4838888854892587,0.4441806432112771,0.3803881364425917
"Copy all regular files whose names end in ""~"" from the /path directory tree to ~/backups/","[""find /path -type f -name '*~' -print0 | xargs -0 -I % cp -a % ~/backups""]",0.6751640522024773,0.682788702041522,0.5987968267587318
Copies file 'file.dat' to each top-level directory in the current directory.,['ls | xargs -n 1 cp -i file.dat'],0.3175686912118518,0.21228636105735532,0.21696663934969426
Copies file 'test' to each of directories like './fs*/*'.,['echo ./fs*/* | xargs -n 1 cp test'],0.3042491754373013,0.3760654905888929,0.3528277806231703
"Copy file in current directory of local host to host ""remote"", connecting as ssh user matching current local username, and copying the file in home directory on remote host - enable compression during transfer.",['scp -C file remote:'],0.0860387588144712,0.04924865587419488,0.4109080290971358
"Copy file linked to by ""bar.pdf"" to ""bar.pdf""",['cp --remove-destination `readlink bar.pdf` bar.pdf'],0.4535812742862565,0.20053689312949505,0.20053689312949505
"Copy files printed by ""any_command_what_produces_relative_path_names"" to ""/new/parent/dir"" preserving the directory hierarchy",['any_command_what_produces_relative_path_names | cpio -pamVd /new/parent/dir'],0.8300512821054122,0.47310676413525815,0.45569547780632974
"Copy the owner and group from ""file.txt"" to ""$tempfile""","['chown --reference=file.txt -- ""$tempfile""']",0.3747160643912355,0.37314604055643347,0.30177424608498343
"Count the *.html files residing in the /usr/src directory tree and containing string ""foo""","['find /usr/src -name ""*.html"" | xargs grep -l foo | wc -l']",0.6726283311188977,0.7945471007855212,0.6538746641009628
count amount of jobs running,['jobs | wc -l'],0.3033485361076979,1.0,1.0
Count files in the current path by modification month,"[""find . -maxdepth 1 -type f -printf '%TY-%Tm\\n' | sort | uniq -c""]",0.6198167461270611,0.5104271703294226,0.5532487747641052
Counts lines in each *.php file sorted by file path.,"[""find . -name '*.php' -type f | sort | xargs wc -l""]",0.1517427576481103,0.49991111724771636,0.6335209876255055
Counts lines of 'file' file.,['wc -l file'],0.4578831372133982,0.4578831372133982,0.29456425448249246
Counts lines of /dir/file.txt file.,['wc -l /dir/file.txt'],0.6748913185157768,0.5451367176687891,1.0
count lines of C or C++ or Obj-C code under the current directory,"['find . \\( -name ""*.c"" -or -name ""*.cpp"" -or -name ""*.h"" -or -name ""*.m"" \\) -print0 | xargs -0 wc']",0.03538943502586287,0.21457783570884187,0.36090897444399145
count the lines of java code for all the java files in the current directory,"['find . -name ""*.java"" -print0 | xargs -0 wc']",0.5257434047105862,0.8634202595961435,0.8634202595961435
"Count the number of differing lines in ""file1"" and ""file2""",['diff file1 file2 | grep ^[\\>\\<] | wc -l'],0.3147611643006602,0.550830937814653,0.19170367568974028
Count the number of files/directories named file1 under current directory,['find -name file1 | wc -l'],0.1833917138891427,0.4786397518040725,0.2202688521176466
Counts the number of lines in each *.java file in a git repository.,"['git ls-files | grep ""\\.java$"" | xargs wc -l']",0.39142742058118984,0.3685558131924179,0.3590025532597214
"Counts the number of lines in each *.swift or *.mm file in a git repository, escaping any space in filename.","['git ls-files | sed \'s/ /\\\\ /g\' | grep -E ""\\.*(swift$|mm$)"" | xargs wc -l']",0.49299208077600365,0.09024878915230113,0.5163522332705394
"Count the number of open files for PID ""$PYTHONPID"" every 2 seconds","['watch ""ls /proc/$PYTHONPID/fd | wc -l""']",0.5416407264846811,0.3731246433853535,0.4593442649437402
"Create a full path symbolic link ""$newlink"" from a relative path symbolic link ""$origlink""",['ln -s $(readlink -f $origlink) $newlink'],0.46879186990098537,0.6504593199452618,0.6504593199452618
"Create a ssh tunnel on local port 2222 through ""bridge.example.com"" to ""remote.example.com"" port 22 without executing any commands and run in the background",['ssh -N -L 2222:remote.example.com:22 bridge.example.com&'],0.254447150847635,0.7738277496804352,0.8022301639199164
"Create a symbolic link in the current directory to ""$file""","['ln -s ""$file""']",1.0,0.31573558123189943,1.0
"create a symbolic link named ""$ORACLE_HOME/include"" to file ""/usr/include/oracle/11.2/client""",['sudo ln -s /usr/include/oracle/11.2/client $ORACLE_HOME/include'],0.8559972025379371,0.8559972025379371,0.580358425408099
"Create a symbolc link named ""public_html"" to ""current/app/webroot"" under the current working directory",['ln -s `pwd`/current/app/webroot public_html'],0.7413972672128982,0.7657509235032067,0.6685322878928104
"Create a symbolic link named ""~/bin/subl"" to ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl""","['ln -s ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl"" ~/bin/subl']",0.9379849061106765,0.9379849061106765,0.9379849061106765
"Create a symbolic link to file ""/usr/bin/perl"" named with escaped characters ""/usr/local/bin/perl\r\n""","[""sudo ln -s /usr/bin/perl /usr/local/bin/perl`echo -e '\\r'`""]",0.6143567538871342,0.6143567538871342,0.6143567538871342
create a zip file of all the files in some directory,['find $directory -type -f -execdir zip -j $ZipFileName {}\\;'],0.48101267437711726,0.38541527774417894,0.37414621953258953
"create archive ""backup.tar.gz"" from /path/to/catalog",['tar czfP backup.tar.gz /path/to/catalog'],0.6046736660745399,0.787578473794145,0.7932358832483425
Create empty file (or update timestamp to current date/time if file already exists) named with full timestamp (year/month/day/hour/minute/second).,['touch filename_`/bin/date +%Y%m%d%H%M%S`.txt'],0.20882957891266363,0.18276570265240175,0.23079018477660165
"Create empty files (or update timestamps if they exist) with names matching each word in variable ""correctFilePathAndName""","['echo -e ""$correctFilePathAndName"" | xargs touch']",0.2717272655855416,0.3113165370511563,0.3619825674837784
"Create hard links of all files and directories matching ""test/icecream/cupcake/*"" or ""test/mtndew/livewire/*"" in ""test-keep"" preserving directory hierarchy","[""find test -path 'test/icecream/cupcake/*' -o -path 'test/mtndew/livewire/*' | cpio -padluv test-keep""]",0.620660066471498,0.5907934239192711,0.48561976699847914
"Create symbolic links in the current directory for all files excluding ""CONFIGFILE"" located in ""/your/project""","['find /your/project -maxdepth 1 ! -name ""CONFIGFILE"" -exec ln -s \\{\\} ./ \\;']",0.4726882077171516,0.6643709014966966,0.5866024615769326
"Create symbolic links in the current directory for all files excluding ""CONFIGFILE"" located under ""/your/project"" directory tree","[""find /your/project -type f ! -name 'CONFIGFILE' -exec ln -s \\{\\} ./ \\;""]",0.6363344528621834,0.6627922784966448,0.6789757117237165
"create symbolic links in current directory to all files located in ""dir"" directory and have filename extension ""jpg""",['find dir -name \\*.jpg -print0 | xargs -0 -N1 ln -s'],0.4667125298874272,0.46409368044098165,0.5501442366941782
Creates temporary file with name formatted like '.script.XXXXXX' in '/tmp/' folder and saves path to it in 'script2' variable.,['script2=`mktemp /tmp/.script.XXXXXX`;'],0.6359685345385693,0.6612526223494143,0.3443849385313633
Creates temporary folder relative to directory '/path/to/dir'.,['mktemp -d -p /path/to/dir'],0.8377853400785963,0.7884718160380525,0.8377853400785963
Delete all '-' character from $1 and save the resultant string to variable 'COLUMN',['COLUMN=`echo $1 | tr -d -`'],0.2535922201465555,0.2720005667805922,0.2982240842289868
Delete all broken symbolic links under '/usr/ports/packages' directory tree,['find -L /usr/ports/packages -type l -exec rm -- {}\t+'],0.43639902697563304,0.30804577147056134,0.7954280783006393
Delete all directories under '.cache/chromium/Default/Cache/' directory tree that are bigger than 100MB and are at least 1 level deep,['find .cache/chromium/Default/Cache/ -mindepth 1 -type d -size +100M -exec rm -rf {} \\;'],0.7987537148400888,1.0,0.7987537148400888
delete all the empty in the current folder do not search in sub directories,['find . -maxdepth 1 -type d -empty -exec rm {} \\;'],0.7388090130387491,1.0,0.9053575239649025
delete all the files in the file system which belong to the user edwarda after user confirmation,"['find / -user edwarda -ok rm ""{}"" \\;']",0.5844803970906615,0.4042553089084781,0.4266223666833634
delete all the hidden in the folder Musica after user confirmation,"['find Música/* -type f -name "".*"" -exec /usr/bin/rm -i {} \\;']",0.36478018815470636,0.3525326637404834,0.3400843895576468
Delete all in the current directory tree,['find . -delete'],0.23517613599813986,0.20299685933250958,6.35708924349251e-155
"Delete all regular files that start with 'sess_' in their names, are at least 1 level deep and were modified more than $gc_maxlifetime minutes ago under $save_path directory tree","['find -O3 ""$save_path"" -depth -mindepth 1 -name \'sess_*\' -ignore_readdir_race -type f -cmin ""+$gc_maxlifetime"" -delete']",0.5917230276026774,0.4125372578583869,0.5428858156974204
Delete all regular files under $DIR directory tree that have been modified before file $a,"['find ""$DIR"" -type f \\! -newer ""$a"" -exec rm {} +']",0.4286780733886425,0.8760820942731403,0.6752563322464953
Delete files under $LOCATION that match $REQUIRED_FILES in their names and were modified more than 360 minutes ago,['find $LOCATION -name $REQUIRED_FILES -type f -mmin +360 -delete'],0.5825539556406156,0.6169668217134554,0.46831186739949837
Disables shell option 'nullglob'.,['shopt -u nullglob'],1.0,1.0,1.0
Display 12345 backwards,['echo 12345 | rev'],0.32514518806226517,0.5430321466633391,0.4094163947909039
dispaly a list of all the files in the file system which belong to a specific user  and exclude searching in the folder proc,['find / -path /proc -prune -o -user <account> -ls'],0.17569198233873842,0.3182157663506568,0.34495667750529974
Display a list of files with sizes in decreasing order of size of all the regular files under $dir directory tree that are bigger than $size in size,['find $dir -type -f size +$size -print0 | xargs -0 ls -1hsS'],0.4981024855828806,0.3984576648288669,0.37124821604694597
dispaly a long listig of all the files in the home folder which are bigger than 100KB and discard any errors,['find /home -size +100000 -ls 2>/dev/null'],0.600208643716941,0.5568994090326352,0.4991882412814379
display a long list of all the files that are bigger than 10KB in current folder,['find . -size +10k -exec ls -l {} \\;'],1.0,0.9257518071011758,0.5003335907954092
display a long listing of all the regular/normal files in the file system which have set uid bit or set gid bit enabled.,['find / -type f \\( -perm -4000 -o -perm -2000 \\) -exec ls -l {} \\;'],0.5075036384629643,0.5178819281070152,0.33182413054857834
display a long listing of all the temp files whose size is 0 bytes and which have not been accessed in the last 10 days,['find /tmp -size 0 -atime +10 -exec ls -l {} \\; > /tmp/checkold.txt'],0.46445973279525926,0.4945471591623506,0.6923098202720886
"display all the "".c"" files in the current directory",['find . -name \\*.c -print'],0.5573260228443738,0.5573260228443738,0.5573260228443738
display all the directories in the folder /path/to/dest except tmp directory,['find /path/to/dest -type d \\( ! -name tmp \\) -print'],0.6359339416510855,0.798604662773068,0.7838850459769391
display all executable files in the folder /home,['find /home -perm /a=x'],0.8806626677278203,0.3854229865914685,0.6984569896942305
"display all the files having the word ""searched phrasse"" in their name in the current folder excluding those from the paths ""/tmp/"" and ""./var/log""","['find . -type f -name ""*searched phrasse*"" ! -path ""./tmp/*"" ! -path ""./var/log/*""']",0.49828806724086055,0.2987399840542225,0.7748693899549536
display all the files in the kat folder,"['find kat -printf ""%f\\n""']",0.5866462195100317,0.12599930955933633,0.5866462195100317
display all the files  in the current folder excluding the perl files,"['find . -not -name ""*.pl""']",0.4343890056140848,0.36082769713864316,0.21174297155824012
"display all the files in the current folder excluding search in the paths containing the folder having the word ""mmm""",['find . ! -path *mmm*'],0.23564773123966476,0.32717319680645635,0.20289700479197906
display all the files in current folder which are bigger than 10KB,['find . -size +10k'],1.0,1.0,1.0
"display all the files in the entire file system which begin with ""apache-tomcat""","['find / -name ""apache-tomcat*""']",0.692981874417656,0.692981874417656,0.8696398662122882
display all the files in the file system which belong to the group lighttpd,['find / -group lighttpd -print'],0.7274705090242837,0.7274705090242837,0.7274705090242837
"display all the files in the folder ""/Users/Me/Desktop"" which have read permission to them",['find /Users/Me/Desktop -readable'],0.6116425394496484,0.728281156510351,0.728281156510351
"display all the files in the home folder which begin with ""arrow""","[""find ~ -name 'arrow*'""]",0.6689604664235209,0.5567002779032734,0.5528787506540092
display all the files in the home folder which have read permission to the user,['find /home -perm /u=r'],0.4628692516962493,0.6577160909911662,0.5100323429521268
"display all the hidden files in the directory ""/dir/to/search/""","['find /dir/to/search/ -name "".*"" -print']",0.6507955212411924,0.7978725136602237,0.7978725136602237
display all the jpg files in the current folder which belong to the user nobody,['find . -name *.jpg -user nobody'],0.7571389552562844,0.6830352604296519,0.7571389552562844
Display all lines contiaining 'funcname' in system map file matching current kernel.,['cat /boot/System.map-`uname -r` | grep funcname'],0.24559680234715264,0.37130629961667316,0.2884402080097416
"display all the log files in the folder /var/log, print0 is used to handle files with only spaces in their names or which have newlines in their names","['find /var/log -name ""*.log"" -print0']",0.8452785147119855,0.6749806147348981,0.5190888439211954
display all mp3 files in the file system which have not been accessed in the last 24 hours,['find / -name “*.mp3” -atime +01 -type f'],0.5424340481907751,0.6958563810605658,0.5631134160581683
"display all php,xml and phtml files in current folder","[""find . -name '*.php' -o -name '*.xml' -o -name '*.phtml'""]",1.0,0.5656999334099729,1.0
display all normal/regular files in current folder in sorted order,['find . -type f print0 | sort -r'],0.8613393578502884,0.5468268461571073,0.4261791939074962
display all regular/normal files in the current folder which are accessed in the last 7*24 hours,['find . -type f -atime -7'],0.7623168491128143,0.6745553465668744,0.7695794822736209
display all normal/regular files in current folder which have readable permission,['find . -type f -readable'],0.5853410496728351,0.6342834010525137,0.5853410496728351
display all the text files from the current folder and skip searching in skipdir1 and skipdir2 folders,"['find . \\( -name skipdir1 -prune , -name skipdir2 -prune -o -name ""*.txt"" \\) -print']",0.3970848965152372,0.35526620606893367,0.10854928033116472
display all text files in the folder /tmp/1 excluding those which do not have spaces in their names,"[""find /tmp/1 -iname '*.txt' -not -iname '[0-9A-Za-z]*.txt'""]",0.37968950559602266,0.5626313350570828,0.37450493071498214
"Displays calendar of a previous, current and next month for December of 2120 year.",['cal -3 12 2120'],0.14018686062462038,0.339779811682343,0.47156632089063605
display the count of number html files in the current folder,"['find . -name ""*.html"" -print | xargs -l -i wc {}']",0.47226772565858005,0.6134787128909291,0.6833197172735636
(Linux specific) Display current running kernel's compile-time config file.,['cat /boot/config-`uname -r`'],0.1420807864537511,0.6847516225198526,0.14023424042019694
"Display file type information for all instances of ""file"" in the current PATH.",['which file | xargs file'],0.6059856413067048,0.008651695203120634,0.4359682535230307
Display human-readable file type description of ascii.txt,['file ascii.txt'],1.0,1.0,1.0
display long listing of all the symbolic links in the current folder,['find . -type l -exec ls -l {} \\;'],1.0,1.0,1.0
Displays status of currently active network interfaces.,['ifconfig'],0.6786502681586727,2.8677708465405575e-155,0.07856164757236894
"Download ""https://s3.amazonaws.com/sampletest/sample.tar.gz"", unzip it, and untar it replacing filenames with ""old"" to ""new""","['curl https://s3.amazonaws.com/sampletest/sample.tar.gz | gunzip | pax -r -s ""/old/new/""']",0.6522752599455129,0.665075753894906,0.646347736937547
"download a file ""http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip"" using cookies ""oraclelicense=accept-securebackup-cookie""","['curl -L -C - -b ""oraclelicense=accept-securebackup-cookie"" -O http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip']",0.5564394679783211,0.431821043058282,0.8375809766821506
"download contents from  ""http://url"" using a proxy server",['curl -x http://proxy_server:proxy_port --proxy-user username:password -L http://url'],0.06325760552426528,0.023009445576466416,0.023009445576466416
"download contents from ""http://www.example.com"" using a proxy server",['curl http://www.example.com --proxy http://125.119.175.48:8909'],0.2735430415717504,0.2883064006591275,0.2735430415717504
"Dry run making directories in ""/TARGET_FOLDER_ROOT/"" for each "".mov"" file in the current directory tree","['find . -type f -iname \\*.mov -printf \'%h\\n\' | sort | uniq | xargs -n 1 -d \'\\n\' -I \'{}\' echo mkdir -vp ""/TARGET_FOLDER_ROOT/{}""']",0.20101663526719407,0.2538991470533015,0.3383076198161455
"Dump the character output of ""echo 'hi'""","[""echo 'hi' | od -c""]",1.0,1.0,1.0
Enables shell option 'nullglob'.,['shopt -s execfail'],0.4924790605054523,0.4924790605054523,0.4924790605054523
"Execute ""cd ${REMOTE_PATH}; mkdir -p $i"" on host ""$SERVER"" as user ""$USER"" and connect standard input to ""/dev/null""","['ssh $USER@$SERVER ""cd ${REMOTE_PATH}; mkdir -p $i"" < /dev/null']",0.4785245170028132,0.7626350863055741,0.6662067792896836
"Execute ""cd /some/directory/myprogram"" in the background on target machine ""user@target"" and write standard output and standard error to foo.out and foo.err","['ssh user@target ""cd /some/directory; nohup myprogram > foo.out 2> foo.err < /dev/null""']",0.39002498835498717,0.676865582551753,0.651405914032738
"Execute ""ls -l"" every 0.5 seconds",['watch -n 0.5 ls -l'],0.4781982357165065,0.4781982357165065,0.4781982357165065
"Execute all commands in ""/path/to/commands-inc.sh"" on server ""remote"" as user ""user""","[""ssh user@remote 'bash -s' < /path/to/commands-inc.sh""]",0.35052990546291546,0.7981403059848001,0.35890763752187704
Execute Shell script with find comamnd,"['find -maxdepth 0 -name ""*.sh""  -exec ./lastline.sh {} \\;']",0.30862414599108123,0.3448471915927906,0.49697961129974194
"Extract any line in sorted file ""A"" that does not appear in ""B"", ""C"", or ""D""",['cat B C D | sort | comm -2 -3 A -'],0.3275574298629744,0.23564773123966476,0.2607870835813377
Extract protocol and host name from URL.,"['echo ""$url"" | cut -d\'/\' -f1-3']",0.3602289693218755,0.30205317787352914,0.44911355269388037
"Extract, sort and print only group names from /etc/group.",['cut -d: -f1 /etc/group | sort'],0.16567989521671847,0.3751702194959857,0.33947230226963243
