nl_prompt,expected,bleu1,bleu2,bleu3
"change the extension of all the "".lst"" files in the current folder to ""a.lst""",['find -name ‘*.lst’ -exec rename .lst a.lst {} \\;'],0.3188400339141567,0.3188400339141567,0.17895701226384364
"Change file owner and group of ""/path/to/yourapp"" to root and print a diagnostic",['chown -v root:root /path/to/yourapp'],0.7867472403124429,0.9288894511476011,0.7645630089166471
Change file permissions on all regular files within a directory,['find /path/to/directory -type f -exec chmod 644 {} +'],0.3996168202483105,0.22243870255951725,0.09328806395763377
"change owner and group of the file ""/path/to/yourapp"" to root",['chown -v root:root /path/to/yourapp'],0.8868405031432041,0.7309882375232752,0.8868405031432041
"Change the owner of ""/var/www/html/mysite/images/"" to ""nobody""",['sudo chown nobody /var/www/html/mysite/images/'],0.8757287680884007,0.9204122977129915,0.8757287680884007
"Change the owner of all files in the directory tree ""dir_to_start"" excluding file ""file_to_exclude"" to ""owner""","['find dir_to_start -not -name ""file_to_exclude""  -print0 | xargs -0 chown owner']",0.6054572318611213,0.6054572318611213,0.6834673425632803
"Change ownership of ""/vol"" to the current user",['sudo chown `whoami` /vol'],0.5701595435903216,0.5701595435903216,0.5701595435903216
change the permissions of all the directories in the folder root_dir to 555,['find root_dir -type d -exec chmod 555 {} \\;'],0.31476387492299507,0.31476387492299507,0.36833989641755743
Change permissions to 644 for all regular files under and below /path/to/someDirectory/,['find /path/to/someDirectory -type f -print0 | xargs -0 sudo chmod 644'],0.3333571531369664,0.46880194845560474,0.3333571531369664
change to a directory and search for a file in that directory,"[""cd /nfs//office/ && find . -name '.user.log'""]",0.36810047762351916,0.1726077155301595,0.43570612867952624
"Change to directory 'xyz' and resolve any symlinks in the resulting path, making the physical path the current one.",['cd -P xyz'],1.0,1.0,1.0
Changes to the directory where 'ssh' executable is located.,['cd $(dirname $(which ssh));'],0.9622687143632572,0.9622687143632572,0.9622687143632572
"Check all .txt files whether they contain ""needle""","['find . -type f -iname ""*.txt"" -print | xargs grep ""needle""']",0.14160829615190246,0.14160829615190246,0.14160829615190246
"Check if ""$FILE_PATH"" exists on ""$HOST""","['ssh -q $HOST [[ -f $FILE_PATH ]] && echo ""File exists"" || echo ""File does not exist"";']",0.11130589759466301,0.11130589759466301,0.10652080459878131
"Check if the contents of file ""subset"" is a subset of file ""set""",['comm -23 <(sort subset | uniq) <(sort set | uniq) | head -1'],0.2490385571823822,0.07042927186767829,0.25311904367049015
check the previous alias in current list,['alias | grep my_previous_alias'],0.19600553155521705,2.2075478393015887e-78,1.824734458651265e-232
"Compress ""Hello world"", base64 encode, and save to variable ""FOO""","['FOO=$(echo ""Hello world"" | gzip | base64)']",0.9109486919411917,1.0,0.8332031483713325
"Compress all "".txt"" files in all sub directories with gzip",['gzip */*.txt'],0.17659857710927052,0.1919704825961155,0.1919704825961155
Compress all files with '.txt' extension under current directory,['echo *.txt | xargs gzip -9'],0.2115330363637516,0.20120097281908844,0.22985709157214357
Concatenate files containing `test' in their names,"[""find . -name '*test*' -exec cat {} \\;""]",0.05279862005090956,0.05279862005090956,0.05279862005090956
"Connect to host ""remotehost"" as ssh user ""user"" to copy remote file ""/location/KMST_DataFile_*.kms"" to current directory on local host.",['scp -v user@remotehost:/location/KMST_DataFile_*.kms'],0.8812948869283364,0.9302410170947133,0.9298663600557577
"Continuously write ""Hidden"" over the entire ""/dev/sdb"" disk","['yes ""Hidden"" | dd of=/dev/sdb']",0.2548545523709243,0.45512061550816557,0.2457994397888601
"Continuously write ""UUUUUUUUUUUUUUUUU"" without newlines to ""/dev/to/overwrite""","[""yes 'UUUUUUUUUUUUUUUUU' | tr -d '\\n' > /dev/to/overwrite""]",0.6293645606312583,0.6155740578260009,0.6155740578260009
"Copy ""/home/username/path/on/server/"" to ""username@your.ip.address.here:/Users/username/path/on/machine/"" and convert encoding from UTF-8 to UTF-8-MAC","[""rsync --iconv=UTF-8,UTF-8-MAC /home/username/path/on/server/ 'username@your.ip.address.here:/Users/username/path/on/machine/'""]",0.7735348669045854,0.9464557104882996,0.9539977864852718
Copy a file xyz.c to all directories or over all files matching the letter 'c' at the end of their names under current directory tree,"['find . -name ""*c"" -print0 | xargs -0 -n1 cp xyz.c']",0.054590030415177446,0.047261058817465534,0.13019250102631733
"Copy a large sparse file ""sparse-1"" to ""sparse-1-copy""",['rsync --sparse sparse-1 sparse-1-copy'],0.7488712479558416,0.7488712479558416,0.7488712479558416
"Copy all "".php"" files in ""projects/"" directory tree to ""copy/"" preserving directory hierarchy","[""find projects/ -name '*.php' -print | cpio -pdm copy/""]",0.4748853079679059,0.2755314762331575,0.2755314762331575
Copy all *.data files under /source_path to /target_path by appending the parent directory names in the source paths to the beginning of each of the target file names,"['find /source_path -name \\*.data  | while read -r filename; do cp ""${filename}"" ""$(printf ""%s\\n"" ""${filename}"" | sed ""s/^.*[/]\\(category[^/]*\\)[/]\\(.*[.]data\\)$/\\/target_path\\/\\1_\\2/"")""; done']",0.3002531237018321,0.3971914770859098,0.2903224457619138
Copy all files/directories excluding *.flac files under current directory to /media/wd/network_sync/music directory,"['find . -type f -iname ""*.flac"" -o -print0 -iname ""*.mp3"" -print0 -o -iname ""*.wav"" -print0 -o -iname ""*.aac"" -print0 -o -iname ""*.wma"" -print0 | while read -d $\'\\0\' file; do cp -ruv ""$file"" ""/media/wd/network_sync/music/$file""; done']",0.03830769758616696,0.03186868090869419,0.0386129623368174
"Copy all files and directories under the current directory into ""../new"" preserving relative paths",['find -print0 | sort -z | cpio -pdv0 ../new'],0.08452709896004919,0.08133159071382301,0.0734117437737708
Copy all files in current directory that do not match */exlude-path/* in their paths to /destination/ preserving directory structure,"[""find . -type f -not -path '*/exlude-path/*' -exec cp --parents '{}' '/destination/' \\;""]",0.3380411450879618,0.2658353767732633,0.15724549506514418
Copy all files with '.png' (case insensitive) extension under '/home/mine' directory tree to '/home/mine/pngcoppies/' directory with new names constructed by prepending 'copy' in their names,"['find  /home/mine -iname ""*.png"" -printf ""%P\\n "" | xargs  -I % -n1 cp %  /home/mine/pngcoppies/copy%']",0.6074842610588659,0.5734085629235608,0.5345583986901202
copy all java files from current folder to another folder,"['find . -name ""*.java"" -print0 | xargs -0 -J % cp % destinationFolder']",0.24042530445514623,0.23553316040758376,0.24042530445514623
"Copy all regular files whose names end in ""~"" from the /path directory tree to ~/backups/","[""find /path -type f -name '*~' -print0 | xargs -0 -I % cp -a % ~/backups""]",0.5041487534440743,0.5041487534440743,0.5702685688231751
Copies file 'file.dat' to each top-level directory in the current directory.,['ls | xargs -n 1 cp -i file.dat'],0.24955440153440428,0.21042683850238464,0.24955440153440428
Copies file 'test' to each of directories like './fs*/*'.,['echo ./fs*/* | xargs -n 1 cp test'],0.2638931395219627,0.28177918394570184,0.2638931395219627
"Copy file in current directory of local host to host ""remote"", connecting as ssh user matching current local username, and copying the file in home directory on remote host - enable compression during transfer.",['scp -C file remote:'],0.4489965421966536,0.5374023224705314,0.7403264531852046
"Copy file linked to by ""bar.pdf"" to ""bar.pdf""",['cp --remove-destination `readlink bar.pdf` bar.pdf'],0.20053689312949505,0.21284509856143594,0.41649310793266836
"Copy files printed by ""any_command_what_produces_relative_path_names"" to ""/new/parent/dir"" preserving the directory hierarchy",['any_command_what_produces_relative_path_names | cpio -pamVd /new/parent/dir'],0.8107406263462217,0.8107406263462217,0.8102594091193603
"Copy the owner and group from ""file.txt"" to ""$tempfile""","['chown --reference=file.txt -- ""$tempfile""']",0.4729776558934484,0.42594903824511626,0.4609387467909285
"Count the *.html files residing in the /usr/src directory tree and containing string ""foo""","['find /usr/src -name ""*.html"" | xargs grep -l foo | wc -l']",0.7141030221142364,0.639159731876731,0.7963114342370754
count amount of jobs running,['jobs | wc -l'],3.4670166526069754e-78,3.4670166526069754e-78,3.266548370327856e-78
Count files in the current path by modification month,"[""find . -maxdepth 1 -type f -printf '%TY-%Tm\\n' | sort | uniq -c""]",0.3788750520841043,0.32442471864119543,0.32442471864119543
Counts lines in each *.php file sorted by file path.,"[""find . -name '*.php' -type f | sort | xargs wc -l""]",0.6812415489034646,0.7173534348467107,0.6543442151977673
Counts lines of 'file' file.,['wc -l file'],1.0,0.8070557274927982,1.0
Counts lines of /dir/file.txt file.,['wc -l /dir/file.txt'],0.897077374680109,1.0,1.0
count lines of C or C++ or Obj-C code under the current directory,"['find . \\( -name ""*.c"" -or -name ""*.cpp"" -or -name ""*.h"" -or -name ""*.m"" \\) -print0 | xargs -0 wc']",0.45972653892371307,0.3794594932138907,0.7000393665052387
count the lines of java code for all the java files in the current directory,"['find . -name ""*.java"" -print0 | xargs -0 wc']",0.5021755393439737,0.5205150676355871,0.5371767999343283
"Count the number of differing lines in ""file1"" and ""file2""",['diff file1 file2 | grep ^[\\>\\<] | wc -l'],0.2559566111291335,0.24765408225189012,0.3222108706522437
Count the number of files/directories named file1 under current directory,['find -name file1 | wc -l'],0.31211920341047517,0.6899965424330207,0.6899965424330207
Counts the number of lines in each *.java file in a git repository.,"['git ls-files | grep ""\\.java$"" | xargs wc -l']",0.8057226085220798,0.7058972997182454,0.8357966670300697
"Counts the number of lines in each *.swift or *.mm file in a git repository, escaping any space in filename.","['git ls-files | sed \'s/ /\\\\ /g\' | grep -E ""\\.*(swift$|mm$)"" | xargs wc -l']",0.4509296590954896,0.8365008840529039,0.428890619148114
"Count the number of open files for PID ""$PYTHONPID"" every 2 seconds","['watch ""ls /proc/$PYTHONPID/fd | wc -l""']",0.7843025255784454,0.8605010958159321,0.8817640529054277
"Create a full path symbolic link ""$newlink"" from a relative path symbolic link ""$origlink""",['ln -s $(readlink -f $origlink) $newlink'],0.7280031503926279,1.0,0.5199769780471833
"Create a ssh tunnel on local port 2222 through ""bridge.example.com"" to ""remote.example.com"" port 22 without executing any commands and run in the background",['ssh -N -L 2222:remote.example.com:22 bridge.example.com&'],0.9100685281848833,0.9534460356445505,0.9026224878032448
"Create a symbolic link in the current directory to ""$file""","['ln -s ""$file""']",0.8507331335123524,0.8507331335123524,0.8507331335123524
"create a symbolic link named ""$ORACLE_HOME/include"" to file ""/usr/include/oracle/11.2/client""",['sudo ln -s /usr/include/oracle/11.2/client $ORACLE_HOME/include'],0.8932517286731004,0.9174044037758284,0.9174044037758284
"Create a symbolc link named ""public_html"" to ""current/app/webroot"" under the current working directory",['ln -s `pwd`/current/app/webroot public_html'],0.813012872324402,0.813012872324402,0.813012872324402
"Create a symbolic link named ""~/bin/subl"" to ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl""","['ln -s ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl"" ~/bin/subl']",1.0,0.899308060881552,1.0
"Create a symbolic link to file ""/usr/bin/perl"" named with escaped characters ""/usr/local/bin/perl\r\n""","[""sudo ln -s /usr/bin/perl /usr/local/bin/perl`echo -e '\\r'`""]",0.6782449268821935,0.6580813570797136,0.6782449268821935
create a zip file of all the files in some directory,['find $directory -type -f -execdir zip -j $ZipFileName {}\\;'],0.20667371619338507,0.21741024167222303,0.20667371619338507
"create archive ""backup.tar.gz"" from /path/to/catalog",['tar czfP backup.tar.gz /path/to/catalog'],0.853057040345572,0.853057040345572,0.853057040345572
Create empty file (or update timestamp to current date/time if file already exists) named with full timestamp (year/month/day/hour/minute/second).,['touch filename_`/bin/date +%Y%m%d%H%M%S`.txt'],0.4366840619809044,0.4283663406016511,0.45302872878067457
"Create empty files (or update timestamps if they exist) with names matching each word in variable ""correctFilePathAndName""","['echo -e ""$correctFilePathAndName"" | xargs touch']",0.5109652666641921,0.4914348368777552,0.4914348368777552
"Create hard links of all files and directories matching ""test/icecream/cupcake/*"" or ""test/mtndew/livewire/*"" in ""test-keep"" preserving directory hierarchy","[""find test -path 'test/icecream/cupcake/*' -o -path 'test/mtndew/livewire/*' | cpio -padluv test-keep""]",0.3600184550678723,0.3617047703150196,0.28993003208700463
"Create symbolic links in the current directory for all files excluding ""CONFIGFILE"" located in ""/your/project""","['find /your/project -maxdepth 1 ! -name ""CONFIGFILE"" -exec ln -s \\{\\} ./ \\;']",0.256032307331787,0.256032307331787,0.2829710239018199
"Create symbolic links in the current directory for all files excluding ""CONFIGFILE"" located under ""/your/project"" directory tree","[""find /your/project -type f ! -name 'CONFIGFILE' -exec ln -s \\{\\} ./ \\;""]",0.7821936553383089,0.7928091653932694,0.7894704259563404
"create symbolic links in current directory to all files located in ""dir"" directory and have filename extension ""jpg""",['find dir -name \\*.jpg -print0 | xargs -0 -N1 ln -s'],0.09405195199748732,0.09405195199748732,0.09405195199748732
Creates temporary file with name formatted like '.script.XXXXXX' in '/tmp/' folder and saves path to it in 'script2' variable.,['script2=`mktemp /tmp/.script.XXXXXX`;'],0.8713933650206428,0.8713933650206428,0.8713933650206428
Creates temporary folder relative to directory '/path/to/dir'.,['mktemp -d -p /path/to/dir'],0.6244631487487835,0.5135837120314743,0.5135837120314743
Delete all '-' character from $1 and save the resultant string to variable 'COLUMN',['COLUMN=`echo $1 | tr -d -`'],0.25214095994813157,0.7310296287680115,0.21012451216854486
Delete all broken symbolic links under '/usr/ports/packages' directory tree,['find -L /usr/ports/packages -type l -exec rm -- {}\t+'],0.6588927023491783,0.6588927023491783,0.6588927023491783
Delete all directories under '.cache/chromium/Default/Cache/' directory tree that are bigger than 100MB and are at least 1 level deep,['find .cache/chromium/Default/Cache/ -mindepth 1 -type d -size +100M -exec rm -rf {} \\;'],0.9465985278050449,0.9470882598755391,0.9465985278050449
delete all the empty in the current folder do not search in sub directories,['find . -maxdepth 1 -type d -empty -exec rm {} \\;'],0.6742747486635604,0.6742747486635604,0.6138746964591979
delete all the files in the file system which belong to the user edwarda after user confirmation,"['find / -user edwarda -ok rm ""{}"" \\;']",0.7836926531169816,0.8548248672014749,0.8548248672014749
delete all the hidden in the folder Musica after user confirmation,"['find Música/* -type f -name "".*"" -exec /usr/bin/rm -i {} \\;']",0.03374146260316392,0.03524266030401295,0.04425125153889738
Delete all in the current directory tree,['find . -delete'],3.6426659431635363e-155,3.6426659431635363e-155,3.6426659431635363e-155
"Delete all regular files that start with 'sess_' in their names, are at least 1 level deep and were modified more than $gc_maxlifetime minutes ago under $save_path directory tree","['find -O3 ""$save_path"" -depth -mindepth 1 -name \'sess_*\' -ignore_readdir_race -type f -cmin ""+$gc_maxlifetime"" -delete']",0.5801555612749715,0.5824808806660225,0.5801555612749715
Delete all regular files under $DIR directory tree that have been modified before file $a,"['find ""$DIR"" -type f \\! -newer ""$a"" -exec rm {} +']",0.44622517040344994,0.4609961834141077,0.4609961834141077
Delete files under $LOCATION that match $REQUIRED_FILES in their names and were modified more than 360 minutes ago,['find $LOCATION -name $REQUIRED_FILES -type f -mmin +360 -delete'],0.9198853691796676,0.9198853691796676,0.9198853691796676
Disables shell option 'nullglob'.,['shopt -u nullglob'],1.0,1.0,1.0
Display 12345 backwards,['echo 12345 | rev'],0.2701368758820638,0.2701368758820638,0.2701368758820638
dispaly a list of all the files in the file system which belong to a specific user  and exclude searching in the folder proc,['find / -path /proc -prune -o -user <account> -ls'],0.6045253277963546,0.5442793441463653,0.6928063273642333
Display a list of files with sizes in decreasing order of size of all the regular files under $dir directory tree that are bigger than $size in size,['find $dir -type -f size +$size -print0 | xargs -0 ls -1hsS'],0.5568831090067176,0.3175167304634487,0.46675754455817126
dispaly a long listig of all the files in the home folder which are bigger than 100KB and discard any errors,['find /home -size +100000 -ls 2>/dev/null'],0.559280530262337,0.4846085739960158,0.4757128938727549
display a long list of all the files that are bigger than 10KB in current folder,['find . -size +10k -exec ls -l {} \\;'],0.4918265177356718,0.7143669377693814,0.7447951802460723
display a long listing of all the regular/normal files in the file system which have set uid bit or set gid bit enabled.,['find / -type f \\( -perm -4000 -o -perm -2000 \\) -exec ls -l {} \\;'],0.9443716053164669,0.7480357340707013,0.7480357340707013
display a long listing of all the temp files whose size is 0 bytes and which have not been accessed in the last 10 days,['find /tmp -size 0 -atime +10 -exec ls -l {} \\; > /tmp/checkold.txt'],0.41976607568532265,0.41976607568532265,0.41976607568532265
"display all the "".c"" files in the current directory",['find . -name \\*.c -print'],3.089796290055353e-79,3.089796290055353e-79,3.089796290055353e-79
display all the directories in the folder /path/to/dest except tmp directory,['find /path/to/dest -type d \\( ! -name tmp \\) -print'],0.30420451522832753,0.30420451522832753,0.30420451522832753
display all executable files in the folder /home,['find /home -perm /a=x'],0.40875013319417414,0.40875013319417414,0.40875013319417414
"display all the files having the word ""searched phrasse"" in their name in the current folder excluding those from the paths ""/tmp/"" and ""./var/log""","['find . -type f -name ""*searched phrasse*"" ! -path ""./tmp/*"" ! -path ""./var/log/*""']",0.9683964592558979,0.8600860370632935,0.6414290419914783
display all the files in the kat folder,"['find kat -printf ""%f\\n""']",0.029886575372425863,0.04181286126185547,0.029886575372425863
display all the files  in the current folder excluding the perl files,"['find . -not -name ""*.pl""']",2.1819052153113857e-78,0.23427231130149173,0.20993944473708495
"display all the files in the current folder excluding search in the paths containing the folder having the word ""mmm""",['find . ! -path *mmm*'],0.2551025396887957,0.20183990324598855,0.30330311719199315
display all the files in current folder which are bigger than 10KB,['find . -size +10k'],0.6465102832197918,1.0,0.6585998203124325
"display all the files in the entire file system which begin with ""apache-tomcat""","['find / -name ""apache-tomcat*""']",0.5786287835678505,0.523494951842058,0.7968607481576654
display all the files in the file system which belong to the group lighttpd,['find / -group lighttpd -print'],0.5716680986912858,0.5729829496196212,0.6681049215465428
"display all the files in the folder ""/Users/Me/Desktop"" which have read permission to them",['find /Users/Me/Desktop -readable'],0.5521259483006499,0.5521259483006499,0.5521259483006499
"display all the files in the home folder which begin with ""arrow""","[""find ~ -name 'arrow*'""]",0.20922383586365237,0.20922383586365237,0.20922383586365237
display all the files in the home folder which have read permission to the user,['find /home -perm /u=r'],5.077289677742445e-155,5.330256072847055e-155,5.7071662068398904e-155
"display all the hidden files in the directory ""/dir/to/search/""","['find /dir/to/search/ -name "".*"" -print']",0.3506272539008707,0.3506272539008707,0.3506272539008707
display all the jpg files in the current folder which belong to the user nobody,['find . -name *.jpg -user nobody'],0.6580315915365723,0.8253402790009298,0.8253402790009298
Display all lines contiaining 'funcname' in system map file matching current kernel.,['cat /boot/System.map-`uname -r` | grep funcname'],0.7529383451940734,0.7529383451940734,0.7529383451940734
"display all the log files in the folder /var/log, print0 is used to handle files with only spaces in their names or which have newlines in their names","['find /var/log -name ""*.log"" -print0']",0.6075247660677281,0.45432689680379934,0.7370476524668607
display all mp3 files in the file system which have not been accessed in the last 24 hours,['find / -name “*.mp3” -atime +01 -type f'],0.7919315940016386,0.6117572756257307,0.7919315940016386
"display all php,xml and phtml files in current folder","[""find . -name '*.php' -o -name '*.xml' -o -name '*.phtml'""]",0.13050327235804193,0.13050327235804193,0.053331808754302996
display all normal/regular files in current folder in sorted order,['find . -type f print0 | sort -r'],0.23054509519678462,0.23054509519678462,0.3038049464599961
display all regular/normal files in the current folder which are accessed in the last 7*24 hours,['find . -type f -atime -7'],1.0,1.0,1.0
display all normal/regular files in current folder which have readable permission,['find . -type f -readable'],6.8447695928149996e-155,0.34878614492353316,0.9181891462193902
display all the text files from the current folder and skip searching in skipdir1 and skipdir2 folders,"['find . \\( -name skipdir1 -prune , -name skipdir2 -prune -o -name ""*.txt"" \\) -print']",0.7792530525565234,0.6765371106094401,0.6765371106094401
display all text files in the folder /tmp/1 excluding those which do not have spaces in their names,"[""find /tmp/1 -iname '*.txt' -not -iname '[0-9A-Za-z]*.txt'""]",0.3390741688748805,0.06482817145455771,0.13462447542064307
"Displays calendar of a previous, current and next month for December of 2120 year.",['cal -3 12 2120'],1.0,1.0,1.0
display the count of number html files in the current folder,"['find . -name ""*.html"" -print | xargs -l -i wc {}']",0.09609564106547001,0.13259527116068315,0.13259527116068315
(Linux specific) Display current running kernel's compile-time config file.,['cat /boot/config-`uname -r`'],0.34551188729973603,0.34551188729973603,0.34551188729973603
"Display file type information for all instances of ""file"" in the current PATH.",['which file | xargs file'],0.14921782051422058,0.14731448627368107,0.14105137915811936
Display human-readable file type description of ascii.txt,['file ascii.txt'],0.7494274492801177,0.7494274492801177,0.7494274492801177
display long listing of all the symbolic links in the current folder,['find . -type l -exec ls -l {} \\;'],0.13567127948405316,0.13567127948405316,0.13567127948405316
Displays status of currently active network interfaces.,['ifconfig'],1.1640469867513693e-231,1.0,1.0
"Download ""https://s3.amazonaws.com/sampletest/sample.tar.gz"", unzip it, and untar it replacing filenames with ""old"" to ""new""","['curl https://s3.amazonaws.com/sampletest/sample.tar.gz | gunzip | pax -r -s ""/old/new/""']",0.5210768269290652,0.7204377865073259,0.7286628563510816
"download a file ""http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip"" using cookies ""oraclelicense=accept-securebackup-cookie""","['curl -L -C - -b ""oraclelicense=accept-securebackup-cookie"" -O http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip']",0.9127436065484035,0.6710318137375801,0.8773683972511185
"download contents from  ""http://url"" using a proxy server",['curl -x http://proxy_server:proxy_port --proxy-user username:password -L http://url'],0.4438355422387873,0.3865552216404915,0.380387835442679
"download contents from ""http://www.example.com"" using a proxy server",['curl http://www.example.com --proxy http://125.119.175.48:8909'],0.47161265772431726,0.4596182467748584,0.5847646934324757
"Dry run making directories in ""/TARGET_FOLDER_ROOT/"" for each "".mov"" file in the current directory tree","['find . -type f -iname \\*.mov -printf \'%h\\n\' | sort | uniq | xargs -n 1 -d \'\\n\' -I \'{}\' echo mkdir -vp ""/TARGET_FOLDER_ROOT/{}""']",0.36279085045385384,0.36279085045385384,0.27427601437675203
"Dump the character output of ""echo 'hi'""","[""echo 'hi' | od -c""]",0.16945887298636414,0.692871555425278,0.692871555425278
Enables shell option 'nullglob'.,['shopt -s execfail'],0.4924790605054523,0.4924790605054523,0.4924790605054523
"Execute ""cd ${REMOTE_PATH}; mkdir -p $i"" on host ""$SERVER"" as user ""$USER"" and connect standard input to ""/dev/null""","['ssh $USER@$SERVER ""cd ${REMOTE_PATH}; mkdir -p $i"" < /dev/null']",0.9406015835370575,0.9406015835370575,1.0
"Execute ""cd /some/directory/myprogram"" in the background on target machine ""user@target"" and write standard output and standard error to foo.out and foo.err","['ssh user@target ""cd /some/directory; nohup myprogram > foo.out 2> foo.err < /dev/null""']",0.6700936234752518,0.7346215793061182,0.7337146164668701
"Execute ""ls -l"" every 0.5 seconds",['watch -n 0.5 ls -l'],0.6888365053466561,1.0,1.0
"Execute all commands in ""/path/to/commands-inc.sh"" on server ""remote"" as user ""user""","[""ssh user@remote 'bash -s' < /path/to/commands-inc.sh""]",1.0,1.0,0.8131186280323278
Execute Shell script with find comamnd,"['find -maxdepth 0 -name ""*.sh""  -exec ./lastline.sh {} \\;']",0.4757505840602887,0.538777665774442,0.5466584438471555
"Extract any line in sorted file ""A"" that does not appear in ""B"", ""C"", or ""D""",['cat B C D | sort | comm -2 -3 A -'],0.49433389831010316,0.6743584157480819,0.4986276939052085
Extract protocol and host name from URL.,"['echo ""$url"" | cut -d\'/\' -f1-3']",0.12681834915333537,0.1190365698344212,0.15216024072031614
"Extract, sort and print only group names from /etc/group.",['cut -d: -f1 /etc/group | sort'],1.0,1.0,1.0
